column_names,unique_values,values
Country,20,Argentina/Australia/Brazil/Canada/China/France/Germany/India/Indonesia/Italy/Japan/Mexico/Nigeria/Russia/Saudi Arabia/South Africa/South Korea/Turkey/United Kingdom/United States
